"","Dive.ID","Material.Type","Code","Length","Width","Median","Weight","Model","Debris._kgs"
"30","D7","metal","HCOR",1.198,1.056,2.513,9.02892305372927,"WPOLY",119.7483857
"31","D7","metal","HCOR",0.758,0.458,2.513,5.57388776770721,"WPOLY",119.7483857
"32","D7","metal","HCOR",1.359,1.18,2.513,9.82081668164199,"WPOLY",119.7483857
"33","D7","metal","HCOR",0.826,0.791,2.513,7.423462103494,"WPOLY",119.7483857
"34","D7","metal","HCOR",1.575,1.566,2.513,12.4518420639074,"WPOLY",119.7483857
"35","D7","metal","HCOR",1.211,1.172,2.513,9.76894454077031,"WPOLY",119.7483857
"36","D7","metal","HCOR",0.825,0.659,2.513,6.667933158961,"WPOLY",119.7483857
"37","D7","metal","HCOR",1.366,1.364,2.513,11.0436545854961,"WPOLY",119.7483857
"38","D7","metal","SCOR",1.587,0.66,1.623,1.623,"MEDIAN",119.7483857
"39","D8","metal","BIVL",0.857,0.48,0.2675,0.629813651548861,"Wpower",13.6077711
"40","D8","metal","BIVL",1.848,1.426,0.2675,2.5991550070158,"Wpower",13.6077711
"41","D8","metal","BIVL",2.472,0.699,0.2675,0.885964753753158,"Wpower",13.6077711
"42","D8","metal","HCOR",3.612,3,2.513,24.426088539,"WPOLY",13.6077711
"43","D8","metal","HCOR",NA,NA,2.513,2.513,"WPOLY",13.6077711
"44","D8","metal","HCOR",NA,NA,2.513,2.513,"WPOLY",13.6077711
"45","D8","metal","HCOR",1.259,0.498,2.513,5.78617984132241,"WPOLY",13.6077711
"46","D8","metal","HCOR",NA,NA,2.513,2.513,"WPOLY",13.6077711
"47","D8","metal","HCOR",NA,NA,2.513,2.513,"WPOLY",13.6077711
"48","D8","metal","HCOR",NA,NA,2.513,2.513,"WPOLY",13.6077711
"49","D10","metal","BIVL",4.123,2.73,0.2675,9.39361017441423,"Wpower",268.0730907
"50","D10","metal","GAST",NA,NA,0.431,0.431,"LLM",268.0730907
"51","D11","metal","BIVL",2.556,1.659,0.2675,3.44938354818168,"Wpower",27.2155422
"52","D11","metal","HCOR",3.011,2.434,2.513,19.2857354983314,"WPOLY",27.2155422
"53","D11","metal","HCOR",1.958,0.935,2.513,8.28117649431112,"WPOLY",27.2155422
"54","D11","metal","HCOR",1.289,1.097,2.513,9.28789039463943,"WPOLY",27.2155422
"55","D11","metal","HCOR",2.434,NA,2.513,2.513,"WPOLY",27.2155422
"56","D11","metal","HCOR",1.747,1.497,2.513,11.9630920559874,"WPOLY",27.2155422
"57","D11","metal","HCOR",NA,NA,2.513,2.513,"WPOLY",27.2155422
"58","D12","metal","HCOR",2.659,1.399,2.513,11.2827206003276,"WPOLY",28.12272694
"59","D12","metal","SCOR",6.714,1.709,1.623,1.623,"MEDIAN",28.12272694
"60","D14","metal","CARD",2.068,0.619,0.0745,0.235990308186754,"LLM",73.48196394
"61","D14","metal","OPHR",2.232,NA,0.1,0.1,"WLM",73.48196394
"62","D12","metal","HCOR",7.568,2.315,2.513,18.2737004859761,"WPOLY",28.12272694
"63","D17","metal","HCOR",3.23,1.216,2.513,10.0555765002189,"WPOLY",116.2557244
"64","D2","plastic","SCOR",5.041,4.001,1.623,1.623,"MEDIAN",37.64816671
"65","D5","plastic","PAGR",NA,NA,0.941,0.941,"WLM",74.38914868
"66","D7","plastic","SIPN",2.674,0.203,0.474,0.337249951469682,"LLM",119.7483857
"67","D9","plastic","BIVL",0.361,0.32,0.2675,0.511549087791485,"Wpower",11.33980925
"68","D14","plastic","HCOR",NA,NA,2.513,2.513,"WPOLY",73.48196394
"69","D17","plastic","GLRH",NA,NA,0.497,0.497,"Lpower",116.2557244
"70","D17","plastic","HCOR",2.428,2.091,2.513,16.433456602987,"WPOLY",116.2557244
"71","D17","plastic","HCOR",1.862,2.913,2.513,23.6008366129542,"WPOLY",116.2557244
"72","D17","plastic","HCOR",0.935,0.406,2.513,5.30194059939777,"WPOLY",116.2557244
"73","D17","plastic","OPHR",0.92,0.915,0.1,0.220586395616936,"WLM",116.2557244
"74","D17","plastic","OPHR",0.48,0.573,0.1,0.203658972578936,"WLM",116.2557244
"75","D17","plastic","OPHR",0.905,0.948,0.1,0.222219743453936,"WLM",116.2557244
"76","D17","plastic","OPHR",1.025,0.796,0.1,0.214696444325936,"WLM",116.2557244
"77","D17","plastic","OPHR",0.916,0.839,0.1,0.216824746052936,"WLM",116.2557244
"78","D1","plastic","DROM",NA,NA,NA,0.01,NA,39.91612856
"79","D1","plastic","GLRH",0.655,0.531,0.497,0.980162040321125,"Lpower",39.91612856
"80","D1","plastic","GLRH",0.646,0.483,0.497,0.968441986741368,"Lpower",39.91612856
"81","D1","plastic","POLY",3.404,0.216,0.137,2.55836363892757,"Lpower",39.91612856
"82","D2","plastic","HCOR",1.982,1.708,2.513,13.4829309707447,"WPOLY",37.64816671
"83","D3","plastic","SCOR",2.684,2.146,1.623,1.623,"MEDIAN",6.80388555
"84","D5","plastic","BIVL",5.539,4.36,0.2675,25.351670672722,"Wpower",74.38914868
"85","D5","plastic","HCOR",2.318,1.02,2.513,8.80387366900199,"WPOLY",74.38914868
"86","D5","plastic","HCOR",5.545,1.984,2.513,15.5842652175309,"WPOLY",74.38914868
"87","D5","plastic","HCOR",5.234,2.417,2.513,19.1396974453998,"WPOLY",74.38914868
"88","D5","plastic","HCOR",5.094,3.808,2.513,32.7000629730227,"WPOLY",74.38914868
"89","D5","plastic","HCOR",3.483,1.963,2.513,15.4198672555732,"WPOLY",74.38914868
"90","D5","plastic","SCOR",14.077,17.319,1.623,1.623,"MEDIAN",74.38914868
"91","D5","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",74.38914868
"92","D6","plastic","HCOR",2.86,1.196,2.513,9.92488464451367,"WPOLY",22.22602613
"93","D6","plastic","HCOR",3.948,3.566,2.513,30.1065102856274,"WPOLY",22.22602613
"94","D6","plastic","POLY",5.009,0.154,0.137,3.33933529957299,"Lpower",22.22602613
"95","D7","plastic","OPHR",1.587,0.165,0.1,0.183464853866936,"WLM",119.7483857
"96","D7","plastic","OPHR",NA,NA,0.1,0.1,"WLM",119.7483857
"97","D7","plastic","OPHR",NA,NA,0.1,0.1,"WLM",119.7483857
"98","D7","plastic","POLY",2.118,0.111,0.137,1.85441990429786,"Lpower",119.7483857
"99","D7","plastic","POLY",4.495,0.171,0.137,3.09802189844724,"Lpower",119.7483857
"100","D7","plastic","POLY",4.644,0.152,0.137,3.16872669704387,"Lpower",119.7483857
"101","D7","plastic","POLY",3.494,0.261,0.137,2.60453310727365,"Lpower",119.7483857
"102","D7","plastic","POLY",2.403,0.221,0.137,2.01881752997386,"Lpower",119.7483857
"103","D7","plastic","POLY",2.094,0.166,0.137,1.84030493540143,"Lpower",119.7483857
"104","D7","plastic","POLY",7.045,0.229,0.137,4.23564425634247,"Lpower",119.7483857
"105","D7","plastic","POLY",5.253,0.252,0.137,3.45146323892828,"Lpower",119.7483857
"106","D7","plastic","POLY",2.901,0.584,0.137,2.29372334308371,"Lpower",119.7483857
"107","D7","plastic","POLY",4.658,0.315,0.137,3.17533753622947,"Lpower",119.7483857
"108","D8","plastic","BIVL",3.643,1.589,0.2675,3.17794646260661,"Wpower",13.6077711
"109","D8","plastic","BIVL",NA,NA,0.2675,0.2675,"Wpower",13.6077711
"110","D8","plastic","HCOR",3.059,2.758,2.513,22.1621781073712,"WPOLY",13.6077711
"111","D8","plastic","POLY",2.109,0.181,0.137,1.84913201078931,"Lpower",13.6077711
"112","D8","plastic","POLY",0.809,0.052,0.137,0.991995848947644,"Lpower",13.6077711
"113","D8","plastic","POLY",NA,NA,0.137,0.137,"Lpower",13.6077711
"114","D8","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",13.6077711
"115","D8","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",13.6077711
"116","D8","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",13.6077711
"117","D8","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",13.6077711
"118","D8","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",13.6077711
"119","D8","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",13.6077711
"120","D8","plastic","XNTH",0.319,0.268,0.416,0.416,"MEDIAN",13.6077711
"121","D10","plastic","BIVL",10.486,9.031,0.2675,122.685634546129,"Wpower",268.0730907
"122","D10","plastic","BIVL",1.375,1.045,0.2675,1.52941411510478,"Wpower",268.0730907
"123","D10","plastic","BIVL",NA,NA,0.2675,0.2675,"Wpower",268.0730907
"124","D10","plastic","BIVL",1.604,1.187,0.2675,1.88261806794586,"Wpower",268.0730907
"125","D10","plastic","GAST",NA,NA,0.431,0.431,"LLM",268.0730907
"126","D10","plastic","HCOR",3.817,2.638,2.513,21.0761943209816,"WPOLY",235.41444
"127","D10","plastic","HCOR",6.125,3.948,2.513,34.2455446946359,"WPOLY",268.0730907
"128","D10","plastic","SCOR",NA,NA,1.623,1.623,"MEDIAN",268.0730907
"129","D11","plastic","HCOR",3.793,3.312,2.513,27.4905460633651,"WPOLY",27.2155422
"130","D11","plastic","SCOR",0.946,0.497,1.623,1.623,"MEDIAN",27.2155422
"131","D11","plastic","SCOR",3.237,2.653,1.623,1.623,"MEDIAN",27.2155422
"132","D12","plastic","GLRH",0.565,0.411,0.497,0.870354598234153,"Lpower",28.12272694
"133","D12","plastic","HCOR",1.28,1.269,2.513,10.4051711737894,"WPOLY",28.12272694
"134","D12","plastic","POLY",2.841,0.14,0.137,2.26133907256534,"Lpower",28.12272694
"135","D12","plastic","POLY",4.885,0.158,0.137,3.28177411367408,"Lpower",28.12272694
"136","D12","plastic","POLY",2.774,0.169,0.137,2.22495176661598,"Lpower",28.12272694
"137","D12","plastic","POLY",2.551,0.163,0.137,2.10203746481771,"Lpower",28.12272694
"138","D12","plastic","POLY",NA,NA,0.137,0.137,"Lpower",28.12272694
"139","D12","plastic","SCOR",7.372,1.946,1.623,1.623,"MEDIAN",28.12272694
